method,dataset_id,output_tree_present,parsed_ok,output_taxa_count,expected_taxa_count,all_expected_taxa_covered,exact_taxon_set_match,duplicate_leaf_labels_found,empty_leaf_labels_found,analysis_ready,success,error_message
Spectral Clustering,47,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,48,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,49,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,50,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,51,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,52,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,53,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,54,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,55,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,56,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,57,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,58,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,59,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,60,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,61,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,62,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,63,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,64,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,65,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,66,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,67,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,68,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,69,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,70,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,71,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,72,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,73,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,74,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,75,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,76,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,77,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,78,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,79,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,80,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,81,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,82,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,83,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,84,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,85,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,86,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,87,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,88,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,89,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,90,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,91,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,92,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,93,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,94,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,95,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,96,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,97,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,98,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,99,True,True,55,55,True,True,False,False,True,True,
Spectral Clustering,100,True,True,55,55,True,True,False,False,True,True,
